Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04512:ECM-receptor interaction	15	0.032684723160394835	3.1543102160649635E-9	LAMB3, ITGB4, COL11A1, ITGA2, LAMA3, FN1, LAMC2, THBS2, COL1A1, COMP, COL1A2, COL5A1, COL5A2, SDC1, ITGB6	148	87	6879	8.013746505125816	5.867015366867179E-7	5.867017001880832E-7	5.803930797559533E-7
KEGG_PATHWAY	hsa05146:Amoebiasis	13	0.028326760072342187	2.268857340391221E-6	SERPINB3, CXCL8, SERPINB2, LAMB3, IL1R2, COL11A1, LAMA3, FN1, LAMC2, COL1A1, COL1A2, COL5A1, COL5A2	148	106	6879	5.700344212136665	4.2191891121301506E-4	1.4120133759321925E-4	1.39683043640604E-4
KEGG_PATHWAY	hsa04974:Protein digestion and absorption	12	0.026147778528315863	2.2774409289228913E-6	COL17A1, COL1A1, CPA2, COL1A2, CTRL, COL5A1, COL11A1, COL12A1, COL5A2, COL10A1, SLC16A10, KCNN4	148	88	6879	6.338144963144964	4.235147874360745E-4	1.4120133759321925E-4	1.39683043640604E-4
KEGG_PATHWAY	hsa04510:Focal adhesion	17	0.037042686248447476	7.131281673208732E-6	LAMB3, ITGB4, EGF, COL11A1, ITGA2, LAMA3, FN1, LAMC2, THBS2, COL1A1, COMP, COL1A2, COL5A1, COL5A2, ITGB6, PAK3, MET	148	206	6879	3.8357058514825506	0.0013255438104397	3.3160459780420603E-4	3.280389569676017E-4
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	17	0.037042686248447476	0.0027160436195345188	LAMB3, ITGB4, EGF, COL11A1, ITGA2, LAMA3, FN1, LAMC2, THBS2, EFNA5, COL1A1, COMP, COL1A2, COL5A1, COL5A2, ITGB6, MET	148	345	6879	2.2903055229142186	0.3970200957182153	0.10103682264668411	0.09995040519887029
KEGG_PATHWAY	hsa05230:Central carbon metabolism in cancer	6	0.013073889264157932	0.011546286225769899	PKM, SLC2A1, SLC16A3, MET, HK2, PFKP	148	64	6879	4.357474662162162	0.8846868681211553	0.3068013197133145	0.3035023807916659
KEGG_PATHWAY	hsa00830:Retinol metabolism	6	0.013073889264157932	0.011546286225769899	SDR16C5, DHRS9, ADH1B, AOX1, UGT1A8, CYP2C18	148	64	6879	4.357474662162162	0.8846868681211553	0.3068013197133145	0.3035023807916659
KEGG_PATHWAY	hsa04610:Complement and coagulation cascades	6	0.013073889264157932	0.015640743017752597	C6, PLAU, F11, PLAUR, CD55, F5	148	69	6879	4.041715628672151	0.9467186598738649	0.36364727516274786	0.35973708940830973
KEGG_PATHWAY	hsa05144:Malaria	5	0.010894907720131611	0.0201554170682138	COMP, CXCL8, SDC1, THBS2, MET	148	49	6879	4.742829564258136	0.9773411194240365	0.3771921437659326	0.37313631426307303
KEGG_PATHWAY	hsa05200:Pathways in cancer	16	0.03486370470442115	0.02027914751429745	EGLN3, CXCL8, LAMB3, MMP1, EGF, ZBTB16, ITGA2, LAMA3, LEF1, SLC2A1, FN1, LAMC2, CKS2, PPARG, MET, WNT2	148	393	6879	1.8923045182587168	0.9778671459773807	0.3771921437659326	0.37313631426307303
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	9	0.0196108338962369	0.026294762758883407	CXCL8, BCL2A1, PLAU, ZBTB16, IL1R2, IGFBP3, PPARG, MET, RUNX2	148	167	6879	2.5048956141770513	0.9929609166963117	0.44462053392293766	0.439839667966777
KEGG_PATHWAY	hsa00561:Glycerolipid metabolism	5	0.010894907720131611	0.03487373213195393	PNLIPRP1, PNLIPRP2, MBOAT2, CEL, MGLL	148	58	6879	4.006873252562908	0.998642782991199	0.49923505286715253	0.49386693401911863
KEGG_PATHWAY	hsa05222:Small cell lung cancer	6	0.013073889264157932	0.03489277251222034	LAMB3, ITGA2, LAMA3, CKS2, FN1, LAMC2	148	85	6879	3.280922098569157	0.99864775419333	0.49923505286715253	0.49386693401911863
KEGG_PATHWAY	hsa04972:Pancreatic secretion	6	0.013073889264157932	0.048378768793735184	PNLIPRP1, PNLIPRP2, CPA2, CTRL, CEL, SLC4A4	148	93	6879	2.9986922406277245	0.9999012977970133	0.5631062441277929	0.5570513382769563
KEGG_PATHWAY	hsa00260:Glycine, serine and threonine metabolism	4	0.008715926176105287	0.049932816866859575	GAMT, GATM, CBSL, GNMT	148	39	6879	4.767151767151767	0.9999271712287162	0.5631062441277929	0.5570513382769563
KEGG_PATHWAY	hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC)	5	0.010894907720131611	0.05449415265752834	ITGB4, ITGA2, LEF1, DMD, ITGB6	148	67	6879	3.468636546994756	0.9999702460425423	0.5631062441277929	0.5570513382769563
KEGG_PATHWAY	hsa04115:p53 signaling pathway	5	0.010894907720131611	0.05449415265752834	CCNB1, RRM2, IGFBP3, CDK1, SFN	148	67	6879	3.468636546994756	0.9999702460425423	0.5631062441277929	0.5570513382769563
KEGG_PATHWAY	hsa03320:PPAR signaling pathway	5	0.010894907720131611	0.05449415265752834	ACADL, MMP1, ACSL5, OLR1, PPARG	148	67	6879	3.468636546994756	0.9999702460425423	0.5631062441277929	0.5570513382769563
