Id,Label,Degree,Betweenness,Expression
8945,BTRC,2,1570.22,0
387,RHOA,2,1407.99,0
4602,MYB,2,1344.96,0
999,CDH1,2,1339.33,0
7018,TF,2,1328.8,0
5687,PSMA6,2,1241.33,0
5685,PSMA4,2,1241.33,0
5682,PSMA1,2,1241.33,0
5894,RAF1,2,973.15,0
1009,CDH11,2,936,8.25756110466667
64714,PDIA2,2,936,6.68305487
6722,SRF,2,936,0
6286,S100P,2,936,9.391193696
3783,KCNN4,2,936,6.338980609
8942,KYNU,2,936,7.131988651
682,BSG,2,936,0
2923,PDIA3,2,936,0
2064,ERBB2,2,936,0
22974,TPX2,2,936,5.199427749
3669,ISG20,2,936,7.308682247
54739,XAF1,2,936,5.534244514
6277,S100A6,2,936,9.5812504255
3676,ITGA4,2,936,0
6513,SLC2A1,2,936,6.672579571
8754,ADAM9,2,936,7.03922085
7273,TTN,2,931.49,0
8431,NR0B2,2,837.5,0
3725,JUN,2,745.92,0
4690,NCK1,2,633.42,0
8440,NCK2,2,633.42,0
5747,PTK2,2,607.77,0
3172,HNF4A,2,571.12,0
51701,NLK,2,571.12,0
6667,SP1,2,543.77,0
9612,NCOR2,2,469.72,0
9575,CLOCK,2,467.5,0
4862,NPAS2,2,467.5,0
3265,HRAS,2,455.65,0
4893,NRAS,2,455.65,0
4035,LRP1,2,391.84,0
9759,HDAC4,2,376.02,0
7421,VDR,2,376.02,0
2099,ESR1,2,356.06,0
4040,LRP6,2,306.63,0
8321,FZD1,2,306.63,0
2535,FZD2,2,306.63,0
8325,FZD8,2,306.63,0
4654,MYOD1,2,284.64,0
8029,CUBN,2,247.66,0
3675,ITGA3,2,224.32,0
2353,FOS,2,215.01,0
867,CBL,2,185.09,0
2549,GAB1,2,185.09,0
3934,LCN2,2,183.89,11.12652463
7473,WNT3,2,183.84,0
7474,WNT5A,2,183.84,0
7476,WNT7A,2,183.84,0
7471,WNT1,2,183.84,0
5880,RAC2,2,182.94,0
5881,RAC3,2,182.94,0
9601,PDIA4,2,181.46,0
10130,PDIA6,2,181.46,0
81567,TXNDC5,2,181.46,0
1432,MAPK14,2,169.15,0
5600,MAPK11,2,169.15,0
3680,ITGA9,2,126.03,0
3679,ITGA7,2,126.03,0
25942,SIN3A,2,110.12,0
23309,SIN3B,2,110.12,0
1289,COL5A1,2,55.63,8.986424408
50509,COL5A3,2,48.91,0
7026,NR2F2,2,37.3,0
7475,WNT6,2,29.73,0
7482,WNT2B,2,29.73,0
10403,NDC80,2,17.75,0
6502,SKP2,2,3.5,0
56938,ARNTL2,2,0.5,5.4186196335
6374,CXCL5,2,0.33,7.8312538005
2921,CXCL3,2,0.33,7.136482935
10912,GADD45G,2,0,0
4605,MYBL2,2,0,0
3024,HIST1H1A,2,0,0
4999,ORC2,2,0,0
595,CCND1,2,0,0
7076,TIMP1,2,0,0
3685,ITGAV,2,0,0
81930,KIF18A,2,0,0
26271,FBXO5,2,0,0
5716,PSMD10,2,0,0
3832,KIF11,2,0,0
7448,VTN,2,0,0
2309,FOXO3,2,0,0
7532,YWHAG,2,0,0
1453,CSNK1D,2,0,0
7248,TSC1,2,0,0
7094,TLN1,2,0,0
6678,SPARC,2,0,0
4088,SMAD3,2,0,0
84515,MCM8,2,0,0
1022,CDK7,2,0,0
898,CCNE1,2,0,0
23399,CTDNEP1,2,0,0
896,CCND3,2,0,0
993,CDC25A,2,0,0
4998,ORC1,2,0,0
9088,PKMYT1,2,0,0
7027,TFDP1,2,0,0
902,CCNH,2,0,0
1019,CDK4,2,0,0
5727,PTCH1,2,0,0
5422,POLA1,2,0,0
5571,PRKAG1,2,0,0
1021,CDK6,2,0,0
5579,PRKCB,2,0,0
1874,E2F4,2,0,0
1454,CSNK1E,2,0,0
1647,GADD45A,2,0,0
995,CDC25C,2,0,0
5111,PCNA,2,0,0
1869,E2F1,2,0,0
85417,CCNB3,2,0,0
29882,ANAPC2,2,0,0
63827,BCAN,2,0,0
246184,CDC26,2,0,0
7088,TLE1,2,0,0
899,CCNF,2,0,0
7514,XPO1,2,0,0
1111,CHEK1,2,0,0
51434,ANAPC7,2,0,0
1018,TEN1-CDK3,2,0,0
6464,SHC1,2,0,0
7465,WEE1,2,0,0
9793,CKAP5,2,0,0
171177,RHOV,1,0,0
27339,PRPF19,1,0,0
4616,GADD45B,1,0,0
29085,PHPT1,1,0,0
727,C5,1,0,0
5684,PSMA3,1,0,0
5683,PSMA2,1,0,0
6198,RPS6KB1,1,0,0
329,BIRC2,1,0,0
7143,TNR,1,0,0
1044,CDX1,1,0,0
4092,SMAD7,1,0,0
6926,TBX3,1,0,0
7089,TLE2,1,0,0
166,AES,1,0,0
324,APC,1,0,0
51588,PIAS4,1,0,0
7976,FZD3,1,0,0
11211,FZD10,1,0,0
6422,SFRP1,1,0,0
51384,WNT16,1,0,0
64211,LHX5,1,0,0
301,ANXA1,1,0,0
6300,MAPK12,1,0,0
5603,MAPK13,1,0,0
7350,UCP1,1,0,0
1959,EGR2,1,0,0
9869,SETDB1,1,0,0
10891,PPARGC1A,1,0,0
6604,SMARCD3,1,0,0
63976,PRDM16,1,0,0
3169,FOXA1,1,0,0
335,APOA1,1,0,0
710,SERPING1,1,0,0
3263,HPX,1,0,0
2217,FCGRT,1,0,0
5552,SRGN,1,0,0
348,APOE,1,0,0
6927,HNF1A,1,0,0
7531,YWHAE,1,0,0
5993,RFX5,1,0,0
5989,RFX1,1,0,0
4060,LUM,1,0,0
3791,KDR,1,0,0
121506,ERP27,1,0,8.07960424
3837,KPNB1,1,0,0
7098,TLR3,1,0,0
1062,CENPE,1,0,0
23332,CLASP1,1,0,0
27338,UBE2S,1,0,0
84643,KIF2B,1,0,0
51053,GMNN,1,0,0
8379,MAD1L1,1,0,0
119504,ANAPC16,1,0,0
5885,RAD21,1,0,0
51433,ANAPC5,1,0,0
27289,RND1,1,0,0
23624,CBLC,1,0,0
57610,RANBP10,1,0,0
3636,INPPL1,1,0,0
1398,CRK,1,0,0
868,CBLB,1,0,0
5290,PIK3CA,1,0,0
5364,PLXNB1,1,0,0
6237,RRAS,1,0,0
5045,FURIN,1,0,0
6653,SORL1,1,0,0
23385,NCSTN,1,0,0
230,ALDOC,1,0,0
92483,LDHAL6B,1,0,0
160287,LDHAL6A,1,0,0
2597,GAPDH,1,0,0
3945,LDHB,1,0,0
7001,PRDX2,1,0,0
5432,POLR2C,1,0,0
3948,LDHC,1,0,0
5093,PCBP1,1,0,0
5427,POLE2,1,0,0
7077,TIMP2,1,0,0
6347,CCL2,1,0,0
1215,CMA1,1,0,0
861,RUNX1,1,0,0
3488,IGFBP5,1,0,0
27332,ZNF638,1,0,0
3913,LAMB2,1,0,0
3912,LAMB1,1,0,0
1300,COL10A1,1,0,9.479016989
2041,EPHA1,1,0,0
640,BLK,1,0,0
2043,EPHA4,1,0,0
2046,EPHA8,1,0,0
2044,EPHA5,1,0,0
7525,YES1,1,0,0
27248,ERLEC1,1,0,0
79139,DERL1,1,0,0
51009,DERL2,1,0,0
23197,FAF2,1,0,0
9695,EDEM1,1,0,0
166378,SPATA5,1,0,0
55666,NPLOC4,1,0,0
8850,KAT2B,1,0,0
5914,RARA,1,0,0
1915,EEF1A1,1,0,0
3815,KIT,1,0,0
57466,SCAF4,1,0,0
54949,SDHAF2,1,0,0
3689,ITGB2,1,0,0
7297,TYK2,1,0,0
203547,VMA21,1,0,0
667,DST,1,0,0
15,AANAT,1,0,0
673,BRAF,1,0,0
7249,TSC2,1,0,0
572,BAD,1,0,0
10014,HDAC5,1,0,0
150094,SIK1,1,0,0
4853,NOTCH2,1,0,0
4854,NOTCH3,1,0,0
9052,GPRC5A,1,0,8.6127879955
10643,IGF2BP3,1,0,5.4703873375
3855,KRT7,1,0,9.005490985
754,PTTG1IP,1,0,0
1666,DECR1,1,0,0
6271,S100A1,1,0,0
302,ANXA2,1,0,0
4627,MYH9,1,0,0
226,ALDOA,1,0,0
3695,ITGB7,1,0,0
382,ARF6,1,0,0
81,ACTN4,1,0,0
3273,HRG,1,0,0
5908,RAP1B,1,0,0
2162,F13A1,1,0,0
5345,SERPINF2,1,0,0
3915,LAMC1,1,0,0
3911,LAMA5,1,0,0
6317,SERPINB3,1,0,4.179153462
2745,GLRX,1,0,0
6240,RRM1,1,0,0
5058,PAK1,1,0,0
9459,ARHGEF6,1,0,0
5062,PAK2,1,0,0
9815,GIT2,1,0,0
331,XIAP,1,0,0
54221,SNTG2,1,0,0
6444,SGCD,1,0,0
6442,SGCA,1,0,0
4624,MYH6,1,0,0
7140,TNNT3,1,0,0
6445,SGCG,1,0,0
7168,TPM1,1,0,0
7169,TPM2,1,0,0
1605,DAG1,1,0,0
60,ACTB,1,0,0
859,CAV3,1,0,0
7171,TPM4,1,0,0
6645,SNTB2,1,0,0
6640,SNTA1,1,0,0
84669,USP32,1,0,0
170482,CLEC4C,1,0,0
5501,PPP1CC,1,0,0
8721,EDF1,1,0,0
1581,CYP7A1,1,0,0
2770,GNAI1,1,0,0
2775,GNAO1,1,0,0
51573,GDE1,1,0,0
5624,PROC,1,0,0
22915,MMRN1,1,0,0
152503,SH3D19,1,0,0
29763,PACSIN3,1,0,0
3419,IDH3A,1,0,0
57402,S100A14,1,0,6.955049994
27101,CACYBP,1,0,0
57154,SMURF1,1,0,0
8493,PPM1D,1,0,0
3280,HES1,1,0,0
7291,TWIST1,1,0,0
10413,YAP1,1,0,0
4091,SMAD6,1,0,0
1655,DDX5,1,0,0
4086,SMAD1,1,0,0
6662,SOX9,1,0,0
632,BGLAP,1,0,0
4488,MSX2,1,0,0
5104,SERPINA5,1,0,0
5055,SERPINB2,1,0,5.888835093
5054,SERPINE1,1,0,0
83999,KREMEN1,1,0,0
4041,LRP5,1,0,0
6929,TCF3,1,0,0
26043,UBXN7,1,0,0
55294,FBXW7,1,0,0
11059,WWP1,1,0,0
4790,NFKB1,1,0,0
2932,GSK3B,1,0,0
9246,UBE2L6,1,0,0
11274,USP18,1,0,0
84282,RNF135,1,0,0
9470,EIF4E2,1,0,0
9775,EIF4A3,1,0,0
3716,JAK1,1,0,0
7318,UBA7,1,0,0
4734,NEDD4,1,0,0
1981,EIF4G1,1,0,0
7317,UBA1,1,0,0
3661,IRF3,1,0,0
1974,EIF4A2,1,0,0
538,ATP7A,1,0,0
1973,EIF4A1,1,0,0
51191,HERC5,1,0,0
7334,UBE2N,1,0,0
5495,PPM1B,1,0,0
354,KLK3,1,0,0
1511,CTSG,1,0,0
3480,IGF1R,1,0,0
3479,IGF1,1,0,0
5591,PRKDC,1,0,0
5213,PFKM,1,0,0
6888,TALDO1,1,0,0
5211,PFKL,1,0,0
113130,CDCA5,1,0,0
4001,LMNB1,1,0,0
55872,PBK,1,0,0
81620,CDT1,1,0,0
5707,PSMD1,1,0,0
5699,PSMB10,1,0,0
4134,MAP4,1,0,0
2146,EZH2,1,0,0
3009,HIST1H1B,1,0,0
4171,MCM2,1,0,0
5867,RAB4A,1,0,0
5909,RAP1GAP,1,0,0
5714,PSMD8,1,0,0
5518,PPP2R1A,1,0,0
9918,NCAPD2,1,0,0
5713,PSMD7,1,0,0
3708,ITPR1,1,0,0
4173,MCM4,1,0,0
7283,TUBG1,1,0,0
5576,PRKAR2A,1,0,0
4661,MYT1,1,0,0
10763,NES,1,0,0
3726,JUNB,1,0,0
5695,PSMB7,1,0,0
5705,PSMC5,1,0,0
10051,SMC4,1,0,0
27175,TUBG2,1,0,0
5700,PSMC1,1,0,0
5708,PSMD2,1,0,0
5702,PSMC3,1,0,0
5690,PSMB2,1,0,0
10733,PLK4,1,0,0
5689,PSMB1,1,0,0
8555,CDC14B,1,0,0
5604,MAP2K1,1,0,0
1033,CDKN3,1,0,0
5933,RBL1,1,0,0
9861,PSMD6,1,0,0
10928,RALBP1,1,0,0
1870,E2F2,1,0,0
9055,PRC1,1,0,0
81565,NDEL1,1,0,0
5577,PRKAR2B,1,0,0
827,CAPN6,1,0,0
9600,PITPNM1,1,0,0
7846,TUBA1A,1,0,0
3619,INCENP,1,0,0
5499,PPP1CA,1,0,0
8452,CUL3,1,0,0
5585,PKN1,1,0,0
64689,GORASP1,1,0,0
1027,CDKN1B,1,0,0
5692,PSMB4,1,0,0
5709,PSMD3,1,0,0
55904,KMT2E,1,0,0
332,BIRC5,1,0,0
10383,TUBB4B,1,0,0
25939,SAMHD1,1,0,0
3005,H1F0,1,0,0
7083,TK1,1,0,0
545,ATR,1,0,0
3306,HSPA2,1,0,0
5686,PSMA5,1,0,0
8317,CDC7,1,0,0
10382,TUBB4A,1,0,0
1871,E2F3,1,0,0
4174,MCM5,1,0,0
9738,CCP110,1,0,0
5934,RBL2,1,0,0
800,CALD1,1,0,0
5701,PSMC2,1,0,0
9134,CCNE2,1,0,0
1778,DYNC1H1,1,0,0
4659,PPP1R12A,1,0,0
28984,RGCC,1,0,0
23175,LPIN1,1,0,0
5704,PSMC4,1,0,0
5581,PRKCE,1,0,0
7277,TUBA4A,1,0,0
4172,MCM3,1,0,0
23071,ERP44,1,0,0
10863,ADAM28,1,0,7.49658094
1759,DNM1,1,0,0
7220,TRPC1,1,0,0
7225,TRPC6,1,0,0
4940,OAS3,1,0,0
3827,KNG1,1,0,0
2811,GP1BA,1,0,0
23047,PDS5B,1,0,0
23397,NCAPH,1,0,0
84901,NFATC2IP,1,0,0
7150,TOP1,1,0,0
7155,TOP2B,1,0,0
387082,SUMO4,1,0,0
55775,TDP1,1,0,0
116447,TOP1MT,1,0,0
641,BLM,1,0,0
6613,SUMO2,1,0,0
5965,RECQL,1,0,0
7486,WRN,1,0,0
79677,SMC6,1,0,0
286053,NSMCE2,1,0,0
1459,CSNK2A2,1,0,0
1457,CSNK2A1,1,0,0
23244,PDS5A,1,0,0
6612,SUMO3,1,0,0
9400,RECQL5,1,0,0
10755,GIPC1,1,0,0
51429,SNX9,1,0,0
23433,RHOQ,1,0,0
599,BCL2L2,1,0,0
23595,ORC3,1,0,0
90070,LACRT,1,0,0
6386,SDCBP,1,0,0
894,CCND2,1,0,0
3093,UBE2K,1,0,0
2034,EPAS1,1,0,0
5000,ORC4,1,0,0
2247,FGF2,1,0,0
2065,ERBB3,1,0,0
54509,RHOF,1,0,0
1000,CDH2,1,0,0
7483,WNT9A,1,0,0
388,RHOB,1,0,0
6423,SFRP2,1,0,0
10769,PLK2,1,0,0
202559,KHDRBS2,1,0,0
3672,ITGA1,1,0,0
389,RHOC,1,0,0
8324,FZD7,1,0,0
7484,WNT9B,1,0,0
54361,WNT4,1,0,0
57732,ZFYVE28,1,0,0
4286,MITF,1,0,0
5473,PPBP,1,0,0
8819,SAP30,1,0,0
6862,T,1,0,0
5469,MED1,1,0,0
7480,WNT10B,1,0,0
598,BCL2L1,1,0,0
8313,AXIN2,1,0,0
6795,AURKC,1,0,0
29,ABR,1,0,0
5308,PITX2,1,0,0
1495,CTNNA1,1,0,0
1051,CEBPB,1,0,0
3777,KCNK3,1,0,5.399949705
112398,EGLN2,1,0,0
29984,RHOD,1,0,0
81029,WNT5B,1,0,0
29127,RACGAP1,1,0,0
5598,MAPK7,1,0,0
7351,UCP2,1,0,0
57381,RHOJ,1,0,0
4691,NCL,1,0,0
8607,RUVBL1,1,0,0
637,BID,1,0,0
811,CALR,1,0,0
8648,NCOA1,1,0,0
6478,SIAH2,1,0,0
9282,MED14,1,0,0
7352,UCP3,1,0,0
977,CD151,1,0,0
2027,ENO3,1,0,0
7481,WNT11,1,0,0
2200,FBN1,1,0,0
5663,PSEN1,1,0,0
4191,MDH2,1,0,0
200504,GKN2,1,0,0
9021,SOCS3,1,0,0
9146,HGS,1,0,0
7490,WT1,1,0,0
2192,FBLN1,1,0,0
2049,EPHB3,1,0,0
1675,CFD,1,0,0
60529,ALX4,1,0,0
387893,KMT5A,1,0,0
55742,PARVA,1,0,0
468,ATF4,1,0,0
51339,DACT1,1,0,0
2042,EPHA3,1,0,0
3932,LCK,1,0,0
7189,TRAF6,1,0,0
92140,MTDH,1,0,0
9886,RHOBTB1,1,0,0
7430,EZR,1,0,0
391,RHOG,1,0,0
8788,DLK1,1,0,6.377978074
10524,KAT5,1,0,0
5781,PTPN11,1,0,0
7477,WNT7B,1,0,0
26088,GGA1,1,0,0
4089,SMAD4,1,0,0
2066,ERBB4,1,0,0
7464,CORO2A,1,0,6.1536837285
2100,ESR2,1,0,0
9672,SDC3,1,0,0
4929,NR4A2,1,0,0
5359,PLSCR1,1,0,0
2624,GATA2,1,0,0
8326,FZD9,1,0,0
6925,TCF4,1,0,0
2534,FYN,1,0,0
79971,WLS,1,0,0
25847,ANAPC13,1,0,0
5265,SERPINA1,1,0,0
4649,MYO9A,1,0,0
10507,SEMA4D,1,0,0
11065,UBE2C,1,0,0
3683,ITGAL,1,0,0
3084,NRG1,1,0,0
3482,IGF2R,1,0,0
11186,RASSF1,1,0,0
5079,PAX5,1,0,0
2050,EPHB4,1,0,0
10298,PAK4,1,0,0
1969,EPHA2,1,0,0
4149,MAX,1,0,0
8323,FZD6,1,0,0
7415,VCP,1,0,0
23054,NCOA6,1,0,0
3635,INPP5D,1,0,0
6258,RXRG,1,0,0
3164,NR4A1,1,0,0
578,BAK1,1,0,0
2475,MTOR,1,0,0
7855,FZD5,1,0,0
9846,GAB2,1,0,0
7052,TGM2,1,0,0
54583,EGLN1,1,0,0
58480,RHOU,1,0,0
5664,PSEN2,1,0,0
7139,TNNT2,1,0,0
259266,ASPM,1,0,5.603906547
7402,UTRN,1,0,0
356,FASLG,1,0,0
2532,ACKR1,1,0,0
7059,THBS3,1,0,0
3298,HSF2,1,0,0
7170,TPM3,1,0,0
6273,S100A2,1,0,6.092245544
8991,SELENBP1,1,0,0
5710,PSMD4,1,0,0
23097,CDK19,1,0,0
4170,MCL1,1,0,0
11196,SEC23IP,1,0,0
2045,EPHA7,1,0,0
4803,NGF,1,0,0
2773,GNAI3,1,0,0
4646,MYO6,1,0,0
5567,PRKACB,1,0,0
9077,DIRAS3,1,0,5.827274281
4116,MAGOH,1,0,0
5770,PTPN1,1,0,0
2060,EPS15,1,0,0
8569,MKNK1,1,0,0
1263,PLK3,1,0,0
11004,KIF2C,1,0,0
9533,POLR1C,1,0,0
27286,SRPX2,1,0,0
284656,EPHA10,1,0,0
2268,FGR,1,0,0
50514,Dec-01,1,0,0
4303,FOXO4,1,0,0
4593,MUSK,1,0,0
7295,TXN,1,0,0
659,BMPR2,1,0,0
2048,EPHB2,1,0,0
9314,KLF4,1,0,0
3339,HSPG2,1,0,0
389058,SP5,1,0,0
2159,F10,1,0,0
22919,MAPRE1,1,0,0
8874,ARHGEF7,1,0,0
3055,HCK,1,0,0
2017,CTTN,1,0,0
648,BMI1,1,0,0
84447,SYVN1,1,0,0
5568,PRKACG,1,0,0
375686,SPATC1,1,0,0
550,AUP1,1,0,0
64344,HIF3A,1,0,0
4609,MYC,1,0,0
10910,SUGT1,1,0,0
8573,CASK,1,0,0
9445,ITM2B,1,0,0
8803,SUCLA2,1,0,0
650,BMP2,1,0,0
1855,DVL1,1,0,0
4868,NPHS1,1,0,0
190,NR0B1,1,0,0
375790,AGRN,1,0,0
146691,TOM1L2,1,0,0
23586,DDX58,1,0,0
247,ALOX15B,1,0,0
2874,GPS2,1,0,0
6443,SGCB,1,0,0
399,RHOH,1,0,0
137868,SGCZ,1,0,0
11200,CHEK2,1,0,0
284217,LAMA1,1,0,0
285220,EPHA6,1,0,0
406,ARNTL,1,0,0
5077,PAX3,1,0,0
9123,SLC16A3,1,0,7.120812757
8802,SUCLG1,1,0,0
